invoice_no,customer_id,gender,age,category,price,payment_method,invoice_date,shopping_mall,Clothing,Shoes,Books,Cosmetics,Food & Beverage,Toys,Souvenir,Technology
I513401,C326686,Male,26,Food & Beverage,20,Cash,12/4/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I862051,C196894,Female,54,Clothing,30,Debit Card,30/01/2023,Mall of Istanbul,1,0,0,0,0,0,0,0
I683165,C265031,Male,51,Cosmetics,35,Credit Card,4/6/2022,Istinye Park,0,0,0,1,0,0,0,0
I175272,C260753,Female,40,Cosmetics,35,Debit Card,11/2/2021,Kanyon,0,0,0,1,1,0,0,0
I899320,C181478,Female,43,Food & Beverage,20,Cash,4/3/2021,Istinye Park,0,0,0,0,0,0,0,0
I249520,C910189,Male,39,Clothing,30,Debit Card,22/01/2022,Kanyon,1,0,0,0,0,0,0,0
I775499,C331357,Female,68,Technology,50,Cash,26/03/2022,Kanyon,0,0,0,0,0,0,0,1
I270133,C147066,Female,31,Clothing,30,Debit Card,23/04/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I297697,C291669,Female,68,Shoes,60,Credit Card,27/04/2022,Forum Istanbul,0,1,0,0,1,0,0,0
I245998,C319815,Male,28,Food & Beverage,20,Cash,3/1/2023,Viaport Outlet,0,0,0,0,0,0,0,0
I309989,C244627,Male,29,Toys,25,Cash,26/12/2021,Forum Istanbul,0,0,0,0,0,1,0,0
I319827,C762856,Male,69,Shoes,60,Debit Card,4/3/2021,Istinye Park,0,1,0,0,0,0,0,0
I801414,C143290,Female,41,Clothing,30,Cash,4/9/2021,Kanyon,1,0,0,0,0,0,0,0
I265979,C844323,Female,58,Toys,25,Credit Card,7/5/2021,Metrocity,0,0,0,0,1,1,0,0
I807922,C322391,Male,36,Food & Beverage,20,Credit Card,2/12/2022,Cevahir AVM,0,0,0,0,0,0,0,0
I173671,C762278,Male,35,Technology,50,Credit Card,25/06/2022,Mall of Istanbul,0,0,0,0,0,0,0,1
I233079,C886286,Female,30,Books,15,Debit Card,10/12/2022,Kanyon,0,0,0,0,0,0,0,0
I493472,C306540,Male,41,Books,15,Cash,1/11/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I124096,C119106,Female,61,Clothing,30,Cash,6/1/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I113808,C155786,Female,61,Souvenir,27,Debit Card,21/02/2022,Kanyon,0,0,0,0,0,0,1,0
I805312,C253472,Male,25,Clothing,30,Credit Card,10/6/2022,Cevahir AVM,1,0,0,0,1,0,0,0
I128905,C337278,Female,39,Food & Beverage,20,Cash,18/07/2022,Kanyon,0,0,1,0,0,0,0,0
I539829,C168323,Female,25,Clothing,30,Cash,30/11/2021,Cevahir AVM,1,0,1,0,0,0,0,0
I283373,C168247,Male,60,Shoes,60,Credit Card,9/4/2021,Cevahir AVM,0,1,0,0,0,0,0,0
I187782,C273541,Male,37,Souvenir,27,Debit Card,7/1/2022,Kanyon,0,0,0,0,0,0,1,0
I182036,C312649,Female,21,Clothing,30,Cash,3/3/2022,Forum Istanbul,1,0,0,0,0,0,0,0
I235510,C279267,Male,52,Clothing,30,Credit Card,5/7/2022,Metrocity,1,0,0,0,0,0,0,0
I207763,C422093,Female,52,Cosmetics,35,Credit Card,14/11/2021,Mall of Istanbul,0,0,0,1,0,0,0,0
I317585,C763301,Male,27,Clothing,30,Cash,30/09/2021,Kanyon,1,0,0,0,1,0,0,0
I261968,C227926,Female,22,Food & Beverage,20,Credit Card,8/2/2022,Kanyon,0,0,0,0,0,0,0,0
I298580,C220194,Female,22,Clothing,30,Credit Card,16/08/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I232389,C130963,Female,44,Clothing,30,Debit Card,4/3/2023,Zorlu Center,1,0,0,0,0,0,0,0
I181474,C169805,Male,51,Clothing,30,Debit Card,23/02/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I167148,C932034,Female,59,Books,15,Credit Card,27/06/2022,Emaar Square Mall,0,0,0,0,0,0,0,0
I247842,C307361,Male,25,Books,15,Cash,21/06/2022,Kanyon,0,0,0,0,0,0,0,0
I128309,C239708,Male,47,Clothing,30,Credit Card,17/05/2022,Metropol AVM,1,0,0,0,0,0,0,0
I132711,C594094,Female,35,Clothing,30,Credit Card,17/03/2022,Zorlu Center,1,0,0,0,1,0,0,0
I301092,C296104,Female,56,Food & Beverage,20,Credit Card,6/2/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I202644,C108358,Female,55,Clothing,30,Credit Card,19/10/2022,Viaport Outlet,1,0,1,0,0,0,0,0
I222748,C244698,Male,59,Clothing,30,Credit Card,2/5/2021,Kanyon,1,0,1,0,0,0,0,0
I121489,C544777,Male,66,Clothing,30,Credit Card,31/07/2022,Metropol AVM,1,0,0,0,1,0,0,0
I266640,C544255,Female,42,Food & Beverage,20,Debit Card,9/4/2021,Metropol AVM,0,0,0,0,0,0,0,0
I268075,C559750,Male,67,Cosmetics,35,Credit Card,23/11/2022,Kanyon,0,0,0,1,0,0,0,0
I231674,C274780,Male,59,Books,15,Cash,17/02/2021,Metrocity,0,0,0,0,1,0,0,0
I183578,C242822,Female,37,Food & Beverage,20,Credit Card,17/04/2022,Kanyon,0,0,0,0,0,0,0,0
I255212,C178461,Female,61,Clothing,30,Debit Card,21/02/2023,Zorlu Center,1,0,0,0,0,0,0,0
I125236,C742295,Male,31,Shoes,60,Cash,22/06/2021,Zorlu Center,0,1,0,0,0,0,0,0
I297717,C306630,Male,39,Technology,50,Cash,24/09/2021,Mall of Istanbul,0,0,0,0,0,0,0,1
I245099,C224113,Female,28,Books,15,Credit Card,30/09/2022,Metrocity,0,0,1,0,1,0,0,0
I103917,C787113,Male,18,Food & Beverage,20,Debit Card,8/4/2021,Metrocity,0,0,0,0,0,0,0,0
I612102,C325962,Female,40,Souvenir,27,Cash,3/9/2022,Kanyon,0,0,0,0,0,0,1,0
I279951,C207147,Female,34,Clothing,30,Debit Card,17/01/2022,Metropol AVM,1,0,0,0,0,0,0,0
I284850,C238205,Female,58,Shoes,60,Debit Card,13/02/2023,Istinye Park,0,1,0,0,0,0,0,0
I202854,C333023,Female,28,Cosmetics,35,Credit Card,12/8/2022,Cevahir AVM,0,0,1,1,0,0,0,0
I338210,C944109,Female,40,Clothing,30,Cash,4/12/2022,Zorlu Center,1,0,0,0,0,0,0,0
I141761,C203448,Female,64,Toys,25,Cash,1/11/2021,Zorlu Center,0,0,0,0,0,1,0,0
I588414,C199389,Female,69,Shoes,60,Cash,28/03/2021,Metropol AVM,0,1,0,0,0,0,0,0
I178019,C240796,Male,28,Shoes,60,Debit Card,15/04/2021,Mall of Istanbul,0,1,0,0,0,0,0,0
I101624,C115743,Male,62,Cosmetics,35,Cash,15/10/2021,Kanyon,0,0,0,1,0,0,0,0
I109086,C248881,Male,33,Clothing,30,Debit Card,25/09/2021,Istinye Park,1,0,0,0,0,0,0,0
I635863,C224984,Male,42,Clothing,30,Credit Card,17/09/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I873471,C490589,Female,52,Technology,50,Credit Card,24/04/2022,Metrocity,0,0,0,0,1,0,0,1
I940367,C306576,Female,30,Food & Beverage,20,Cash,17/09/2022,Forum Istanbul,0,0,0,0,0,0,0,0
I166198,C177141,Female,33,Books,15,Cash,29/08/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I231832,C165839,Male,51,Shoes,60,Cash,27/04/2021,Viaport Outlet,0,1,0,0,0,0,0,0
I184463,C307236,Male,28,Books,15,Credit Card,10/6/2021,Kanyon,0,0,0,0,0,0,0,0
I732287,C959870,Female,60,Cosmetics,35,Cash,21/11/2022,Mall of Istanbul,0,0,0,1,0,0,0,0
I255952,C205438,Male,43,Clothing,30,Cash,9/9/2022,Istinye Park,1,0,0,0,0,0,0,0
I261283,C457906,Female,46,Shoes,60,Debit Card,20/10/2021,Kanyon,0,1,1,0,0,0,0,0
I264122,C234271,Male,48,Cosmetics,35,Debit Card,26/12/2022,Metropol AVM,0,0,0,1,0,0,0,0
I241024,C269533,Female,25,Cosmetics,35,Cash,14/03/2022,Metrocity,0,0,1,1,0,0,0,0
I138802,C101137,Female,22,Toys,25,Cash,13/07/2022,Forum Istanbul,0,0,0,0,0,1,0,0
I296876,C515658,Female,37,Cosmetics,35,Cash,31/10/2022,Mall of Istanbul,0,0,0,1,1,0,0,0
I229419,C760137,Male,59,Food & Beverage,20,Credit Card,10/2/2022,Metrocity,0,0,0,0,0,0,0,0
I218225,C275329,Female,25,Clothing,30,Debit Card,29/11/2021,Kanyon,1,0,0,0,0,0,0,0
I117529,C908127,Female,60,Shoes,60,Credit Card,8/9/2021,Istinye Park,0,1,0,0,0,0,0,0
I206680,C235213,Male,30,Clothing,30,Credit Card,24/06/2022,Kanyon,1,0,0,0,1,0,0,0
I201357,C292282,Male,60,Food & Beverage,20,Cash,28/11/2021,Metrocity,0,0,0,0,0,0,0,0
I714753,C133574,Female,59,Shoes,60,Cash,9/5/2022,Metropol AVM,0,1,0,0,0,0,0,0
I145220,C271559,Female,40,Shoes,60,Debit Card,28/02/2021,Metrocity,0,1,0,0,0,0,0,0
I247695,C737752,Female,55,Toys,25,Credit Card,22/09/2021,Mall of Istanbul,0,0,0,0,0,1,0,0
I320428,C243653,Male,29,Clothing,30,Credit Card,19/02/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I393405,C204565,Female,48,Clothing,30,Cash,23/11/2021,Mall of Istanbul,1,0,0,0,1,0,0,0
I215190,C327155,Female,59,Food & Beverage,20,Cash,14/11/2021,Zorlu Center,0,0,0,0,0,0,0,0
I469019,C251503,Male,49,Cosmetics,35,Debit Card,20/06/2021,Metrocity,0,0,0,1,0,0,0,0
I167642,C169295,Female,21,Toys,25,Cash,7/5/2022,Mall of Istanbul,0,0,0,0,0,1,0,0
I962867,C207916,Male,29,Toys,25,Cash,28/08/2021,Zorlu Center,0,0,0,0,0,1,0,0
I264182,C251041,Male,57,Shoes,60,Credit Card,21/01/2021,Kanyon,0,1,0,0,0,0,0,0
I610469,C139828,Female,42,Clothing,30,Cash,12/4/2021,Kanyon,1,0,0,0,1,0,0,0
I315426,C113613,Male,59,Food & Beverage,20,Cash,29/12/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I191448,C317627,Female,19,Souvenir,27,Cash,28/04/2021,Metropol AVM,0,0,0,0,0,0,1,0
I153511,C218788,Female,39,Cosmetics,35,Credit Card,25/03/2021,Kanyon,0,0,0,1,0,0,0,0
I237259,C272572,Female,63,Clothing,30,Credit Card,27/07/2021,Forum Istanbul,1,0,0,0,0,0,0,0
I328623,C327607,Female,60,Clothing,30,Debit Card,12/12/2021,Kanyon,1,0,0,0,0,0,0,0
I202422,C126282,Male,48,Books,15,Debit Card,15/04/2021,Istinye Park,0,0,0,0,0,0,0,0
I466017,C234157,Male,64,Books,15,Credit Card,25/07/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I314064,C294112,Male,54,Shoes,60,Cash,10/10/2022,Mall of Istanbul,0,1,0,0,0,0,0,0
I139097,C182764,Female,42,Souvenir,27,Credit Card,25/02/2023,Istinye Park,0,0,0,0,0,0,1,0
I579325,C209884,Female,61,Clothing,30,Cash,2/3/2023,Mall of Istanbul,1,0,0,0,0,0,0,0
I254055,C159217,Male,56,Clothing,30,Cash,19/01/2023,Metropol AVM,1,0,1,0,0,0,0,0
I218647,C158025,Male,49,Clothing,30,Debit Card,24/03/2021,Emaar Square Mall,1,0,1,0,1,0,0,0
I148207,C815614,Female,44,Food & Beverage,20,Cash,7/7/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I519596,C303260,Female,28,Clothing,30,Cash,16/12/2022,Metropol AVM,1,0,0,0,0,0,0,0
I197845,C156649,Female,30,Cosmetics,35,Credit Card,20/10/2021,Metropol AVM,0,0,0,1,0,0,0,0
I583758,C225748,Female,32,Cosmetics,35,Cash,22/04/2021,Emaar Square Mall,0,0,0,1,0,0,0,0
I128599,C195396,Female,26,Toys,25,Credit Card,23/11/2021,Kanyon,0,0,0,0,0,1,0,0
I126080,C201283,Female,51,Books,15,Cash,8/10/2022,Forum Istanbul,0,0,0,0,0,0,0,0
I138828,C117575,Female,57,Toys,25,Debit Card,10/1/2021,Mall of Istanbul,0,0,0,0,0,1,0,0
I377077,C299239,Female,41,Clothing,30,Credit Card,13/02/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I638751,C116690,Male,21,Shoes,60,Cash,14/11/2022,Mall of Istanbul,0,1,0,0,0,0,0,0
I185137,C124464,Male,59,Clothing,30,Credit Card,7/11/2021,Cevahir AVM,1,0,0,0,1,0,0,0
I200702,C147420,Female,40,Food & Beverage,20,Cash,6/10/2021,Metrocity,0,0,1,0,1,0,0,0
I179216,C751695,Female,43,Food & Beverage,20,Debit Card,18/01/2023,Forum Istanbul,0,0,0,0,1,0,0,0
I279033,C378863,Female,56,Food & Beverage,20,Cash,27/05/2021,Metrocity,0,0,0,0,0,0,0,0
I291230,C138810,Female,49,Souvenir,27,Cash,22/08/2022,Emaar Square Mall,0,0,0,0,0,0,1,0
I321322,C760399,Female,43,Clothing,30,Cash,20/10/2022,Kanyon,1,0,0,0,0,0,0,0
I284096,C628328,Female,38,Toys,25,Credit Card,10/3/2021,Kanyon,0,0,0,0,0,1,0,0
I252366,C146330,Female,21,Souvenir,27,Cash,13/12/2022,Metrocity,0,0,0,0,0,0,1,0
I215909,C254827,Female,50,Clothing,30,Credit Card,31/10/2022,Kanyon,1,0,0,0,0,0,0,0
I333606,C647899,Female,31,Clothing,30,Cash,8/3/2022,Metropol AVM,1,0,0,0,0,0,0,0
I354816,C564584,Female,61,Clothing,30,Cash,13/05/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I234774,C271415,Female,21,Clothing,30,Debit Card,6/5/2022,Emaar Square Mall,1,0,0,0,0,0,0,0
I939391,C375903,Female,48,Cosmetics,35,Cash,11/11/2022,Cevahir AVM,0,0,0,1,0,0,0,0
I117504,C252126,Male,36,Toys,25,Cash,24/12/2021,Kanyon,0,0,0,0,0,1,0,0
I116146,C154642,Male,67,Clothing,30,Cash,28/09/2021,Kanyon,1,0,0,0,0,0,0,0
I338697,C169195,Female,62,Cosmetics,35,Credit Card,19/01/2023,Istinye Park,0,0,0,1,0,0,0,0
I301975,C484957,Male,65,Cosmetics,35,Cash,19/07/2021,Mall of Istanbul,0,0,0,1,1,0,0,0
I581076,C272083,Male,50,Food & Beverage,20,Debit Card,10/3/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I139836,C185012,Female,40,Souvenir,27,Cash,7/5/2022,Kanyon,0,0,0,0,0,0,1,0
I330975,C183338,Female,35,Clothing,30,Credit Card,3/2/2021,Kanyon,1,0,0,0,0,0,0,0
I178721,C206338,Male,66,Shoes,60,Debit Card,30/10/2022,Forum Istanbul,0,1,0,0,1,0,0,0
I295430,C175033,Male,61,Food & Beverage,20,Debit Card,6/3/2022,Emaar Square Mall,0,0,0,0,0,0,0,0
I227944,C125999,Female,60,Cosmetics,35,Credit Card,2/2/2022,Mall of Istanbul,0,0,0,1,0,0,0,0
I121135,C267052,Male,46,Clothing,30,Debit Card,18/09/2022,Emaar Square Mall,1,0,0,0,0,0,0,0
I588534,C340218,Female,26,Clothing,30,Cash,29/07/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I829450,C171265,Male,45,Clothing,30,Cash,22/02/2022,Kanyon,1,0,0,0,0,0,0,0
I320503,C231563,Female,69,Technology,50,Credit Card,23/06/2021,Istinye Park,0,0,0,0,0,0,0,1
I901575,C276235,Male,67,Shoes,60,Cash,23/03/2021,Kanyon,0,1,0,0,0,0,0,0
I830912,C118298,Male,32,Cosmetics,35,Credit Card,3/12/2021,Kanyon,0,0,0,1,0,0,0,0
I171656,C113929,Male,41,Cosmetics,35,Credit Card,7/1/2022,Mall of Istanbul,0,0,0,1,0,0,0,0
I140404,C297466,Male,20,Shoes,60,Credit Card,19/10/2022,Kanyon,0,1,0,0,0,0,0,0
I134764,C188444,Female,43,Cosmetics,35,Cash,24/02/2022,Viaport Outlet,0,0,0,1,0,0,0,0
I665287,C216286,Female,30,Clothing,30,Cash,2/3/2021,Kanyon,1,0,0,0,0,0,0,0
I332144,C325654,Male,33,Clothing,30,Cash,14/08/2021,Metropol AVM,1,0,0,0,1,0,0,0
I257128,C966498,Female,24,Food & Beverage,20,Debit Card,4/12/2021,Mall of Istanbul,0,0,0,0,1,0,0,0
I155228,C271937,Female,20,Food & Beverage,20,Debit Card,1/9/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I807536,C150514,Male,56,Cosmetics,35,Credit Card,19/11/2021,Metrocity,0,0,0,1,1,0,0,0
I287182,C245054,Female,21,Food & Beverage,20,Debit Card,1/9/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I103006,C258085,Male,41,Technology,50,Cash,20/07/2022,Cevahir AVM,0,0,0,0,0,0,0,1
I125592,C259377,Female,30,Clothing,30,Debit Card,26/07/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I478428,C298918,Female,24,Toys,25,Cash,6/8/2021,Viaport Outlet,0,0,0,0,0,1,0,0
I127183,C327021,Male,64,Technology,50,Cash,13/12/2022,Metrocity,0,0,0,0,0,0,0,1
I482255,C306169,Male,55,Technology,50,Cash,17/08/2021,Mall of Istanbul,0,0,0,0,0,0,0,1
I229482,C339398,Female,39,Clothing,30,Debit Card,4/3/2023,Metropol AVM,1,0,0,0,0,0,0,0
I317268,C302514,Male,50,Souvenir,27,Cash,25/01/2022,Kanyon,0,0,0,0,0,0,1,0
I107973,C330442,Male,25,Clothing,30,Credit Card,3/5/2021,Mall of Istanbul,1,0,0,0,1,0,0,0
I265066,C253900,Male,53,Food & Beverage,20,Cash,29/04/2021,Zorlu Center,0,0,0,0,0,0,0,0
I113616,C304448,Male,64,Clothing,30,Cash,24/09/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I313021,C216077,Female,64,Clothing,30,Cash,27/09/2022,Kanyon,1,0,0,0,0,0,0,0
I191853,C236866,Female,32,Clothing,30,Cash,23/02/2023,Metrocity,1,0,0,0,0,0,0,0
I112443,C132162,Female,41,Books,15,Cash,16/01/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I183898,C286293,Female,35,Cosmetics,35,Credit Card,22/04/2021,Kanyon,0,0,0,1,0,0,0,0
I335234,C791616,Female,19,Books,15,Cash,16/03/2021,Cevahir AVM,0,0,0,0,0,0,0,0
I253832,C791658,Male,66,Toys,25,Cash,6/10/2021,Kanyon,0,0,0,0,0,1,0,0
I275142,C309832,Male,32,Technology,50,Debit Card,20/01/2022,Zorlu Center,0,0,0,0,0,0,0,1
I298037,C250471,Female,62,Clothing,30,Debit Card,30/11/2022,Metrocity,1,0,1,0,0,0,0,0
I188855,C737472,Female,39,Technology,50,Credit Card,2/8/2022,Cevahir AVM,0,0,0,0,0,0,0,1
I139947,C287029,Female,51,Souvenir,27,Debit Card,24/03/2021,Metrocity,0,0,1,0,0,0,1,0
I262542,C130034,Male,43,Shoes,60,Cash,21/05/2022,Metropol AVM,0,1,0,0,0,0,0,0
I299227,C140854,Male,62,Clothing,30,Credit Card,16/01/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I202345,C267007,Female,48,Cosmetics,35,Cash,17/09/2022,Zorlu Center,0,0,0,1,0,0,0,0
I214951,C244815,Female,67,Toys,25,Debit Card,22/09/2021,Viaport Outlet,0,0,0,0,0,1,0,0
I753687,C266699,Female,49,Books,15,Cash,8/5/2022,Istinye Park,0,0,0,0,1,0,0,0
I753009,C194283,Female,42,Food & Beverage,20,Cash,3/4/2021,Metropol AVM,0,0,0,0,0,0,0,0
I324609,C218187,Male,64,Shoes,60,Cash,26/12/2021,Kanyon,0,1,0,0,0,0,0,0
I261811,C162001,Female,29,Toys,25,Cash,21/02/2022,Viaport Outlet,0,0,0,0,0,1,0,0
I262341,C158981,Female,61,Clothing,30,Debit Card,4/2/2023,Metrocity,1,0,0,0,1,0,0,0
I832317,C295079,Male,49,Food & Beverage,20,Cash,20/04/2022,Viaport Outlet,0,0,1,0,0,0,0,0
I293709,C163820,Male,19,Clothing,30,Cash,10/9/2021,Istinye Park,1,0,0,0,0,0,0,0
I192619,C925173,Female,21,Clothing,30,Debit Card,16/11/2022,Kanyon,1,0,0,0,0,0,0,0
I320617,C199282,Female,51,Toys,25,Cash,21/03/2021,Metropol AVM,0,0,0,0,0,1,0,0
I125963,C138689,Female,22,Clothing,30,Cash,3/10/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I338407,C149392,Female,52,Cosmetics,35,Debit Card,15/01/2023,Emaar Square Mall,0,0,0,1,0,0,0,0
I604337,C339271,Female,48,Toys,25,Debit Card,7/12/2022,Mall of Istanbul,0,0,0,0,0,1,0,0
I328737,C314798,Female,51,Clothing,30,Debit Card,19/01/2023,Viaport Outlet,1,0,0,0,0,0,0,0
I544382,C836040,Female,53,Clothing,30,Cash,18/01/2021,Metrocity,1,0,0,0,0,0,0,0
I876594,C197040,Female,60,Clothing,30,Cash,17/01/2023,Zorlu Center,1,0,0,0,0,0,0,0
I338238,C331096,Female,28,Shoes,60,Cash,16/02/2023,Metropol AVM,0,1,0,0,0,0,0,0
I305102,C626142,Male,44,Technology,50,Credit Card,15/04/2021,Mall of Istanbul,0,0,0,0,0,0,0,1
I274020,C867734,Female,40,Clothing,30,Credit Card,5/7/2022,Kanyon,1,0,0,0,0,0,0,0
I256485,C665638,Female,23,Clothing,30,Credit Card,9/12/2021,Viaport Outlet,1,0,0,0,0,0,0,0
I256916,C115638,Male,35,Shoes,60,Credit Card,3/8/2022,Kanyon,0,1,0,0,0,0,0,0
I198006,C151268,Female,20,Clothing,30,Debit Card,23/08/2021,Istinye Park,1,0,0,0,0,0,0,0
I251526,C255807,Male,37,Clothing,30,Debit Card,4/5/2022,Forum Istanbul,1,0,0,0,0,0,0,0
I167327,C237804,Male,39,Clothing,30,Debit Card,13/09/2022,Metrocity,1,0,0,0,0,0,0,0
I882940,C275102,Female,49,Toys,25,Debit Card,8/7/2022,Zorlu Center,0,0,0,0,1,1,0,0
I118248,C149161,Male,36,Food & Beverage,20,Credit Card,9/7/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I107984,C326467,Female,64,Shoes,60,Credit Card,20/09/2021,Istinye Park,0,1,0,0,0,0,0,0
I797528,C195224,Male,26,Cosmetics,35,Cash,15/06/2021,Metrocity,0,0,0,1,0,0,0,0
I921349,C322855,Female,41,Toys,25,Credit Card,1/1/2022,Metrocity,0,0,0,0,1,1,0,0
I318056,C937470,Female,67,Food & Beverage,20,Cash,21/03/2021,Zorlu Center,0,0,0,0,0,0,0,0
I121484,C383440,Male,40,Shoes,60,Debit Card,21/02/2023,Mall of Istanbul,0,1,0,0,0,0,0,0
I134241,C184180,Female,64,Clothing,30,Cash,1/8/2022,Metrocity,1,0,0,0,1,0,0,0
I232081,C207349,Female,51,Food & Beverage,20,Debit Card,3/5/2022,Metropol AVM,0,0,0,0,0,0,0,0
I125124,C266374,Female,38,Clothing,30,Debit Card,10/10/2021,Viaport Outlet,1,0,0,0,1,0,0,0
I306742,C208250,Female,52,Food & Beverage,20,Credit Card,29/05/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I213514,C121944,Female,26,Clothing,30,Credit Card,2/10/2022,Metrocity,1,0,0,0,0,0,0,0
I242864,C164261,Male,66,Books,15,Cash,2/7/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I258945,C239069,Male,53,Clothing,30,Cash,21/01/2023,Mall of Istanbul,1,0,0,0,0,0,0,0
I180262,C331037,Male,32,Cosmetics,35,Credit Card,11/1/2022,Kanyon,0,0,0,1,0,0,0,0
I295836,C146173,Female,19,Souvenir,27,Credit Card,20/02/2021,Kanyon,0,0,0,0,1,0,1,0
I278368,C337377,Female,35,Food & Beverage,20,Debit Card,2/4/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I142196,C193795,Male,69,Clothing,30,Cash,6/2/2021,Zorlu Center,1,0,1,0,1,0,0,0
I107109,C123490,Male,46,Food & Beverage,20,Cash,3/1/2022,Metrocity,0,0,0,0,0,0,0,0
I558827,C302790,Male,49,Souvenir,27,Cash,3/8/2022,Viaport Outlet,0,0,0,0,0,0,1,0
I676075,C114602,Female,36,Clothing,30,Cash,28/02/2022,Metropol AVM,1,0,0,0,0,0,0,0
I266158,C908588,Male,37,Clothing,30,Cash,6/1/2023,Forum Istanbul,1,0,0,0,0,0,0,0
I280250,C454329,Female,67,Clothing,30,Cash,2/12/2022,Zorlu Center,1,0,0,0,1,0,0,0
I117803,C493121,Female,55,Food & Beverage,20,Cash,6/11/2022,Zorlu Center,0,0,0,0,0,0,0,0
I920609,C112531,Female,36,Clothing,30,Cash,23/03/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I297665,C126971,Male,63,Shoes,60,Cash,4/2/2022,Metropol AVM,0,1,0,0,1,0,0,0
I441569,C107302,Female,69,Food & Beverage,20,Debit Card,19/12/2022,Kanyon,0,0,0,0,0,0,0,0
I218375,C130347,Female,43,Cosmetics,35,Credit Card,19/12/2022,Kanyon,0,0,0,1,0,0,0,0
I313110,C138718,Female,28,Shoes,60,Credit Card,20/10/2021,Zorlu Center,0,1,0,0,0,0,0,0
I209706,C271806,Male,29,Toys,25,Debit Card,3/1/2021,Metrocity,0,0,0,0,0,1,0,0
I192285,C199612,Male,26,Clothing,30,Credit Card,1/7/2022,Cevahir AVM,1,0,0,0,1,0,0,0
I145091,C232321,Female,46,Food & Beverage,20,Cash,10/8/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I877775,C267677,Female,50,Shoes,60,Cash,28/04/2022,Metropol AVM,0,1,0,0,0,0,0,0
I268629,C276507,Male,67,Clothing,30,Credit Card,21/08/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I814638,C117338,Female,36,Cosmetics,35,Credit Card,18/07/2022,Metrocity,0,0,0,1,0,0,0,0
I293755,C221233,Female,51,Toys,25,Debit Card,21/05/2021,Istinye Park,0,0,0,0,0,1,0,0
I321529,C204703,Male,40,Books,15,Debit Card,29/11/2022,Istinye Park,0,0,0,0,0,0,0,0
I229027,C252447,Female,47,Cosmetics,35,Cash,3/8/2021,Zorlu Center,0,0,0,1,0,0,0,0
I300689,C259823,Female,52,Clothing,30,Cash,15/05/2021,Istinye Park,1,0,0,0,0,0,0,0
I226193,C302332,Female,28,Cosmetics,35,Debit Card,9/2/2022,Metropol AVM,0,0,0,1,0,0,0,0
I225758,C166782,Female,44,Cosmetics,35,Cash,18/08/2021,Kanyon,0,0,0,1,0,0,0,0
I255404,C482851,Female,44,Technology,50,Cash,5/5/2021,Mall of Istanbul,0,0,1,0,0,0,0,1
I659463,C562397,Male,42,Clothing,30,Debit Card,4/6/2022,Istinye Park,1,0,0,0,0,0,0,0
I126551,C146355,Female,64,Clothing,30,Debit Card,24/06/2022,Mall of Istanbul,1,0,0,0,1,0,0,0
I182152,C527849,Female,62,Food & Beverage,20,Credit Card,7/2/2023,Mall of Istanbul,0,0,0,0,1,0,0,0
I252747,C696719,Male,22,Food & Beverage,20,Cash,12/3/2021,Kanyon,0,0,0,0,0,0,0,0
I333651,C149139,Male,52,Clothing,30,Cash,17/09/2022,Istinye Park,1,0,0,0,0,0,0,0
I664233,C142952,Female,25,Shoes,60,Cash,21/02/2022,Mall of Istanbul,0,1,0,0,0,0,0,0
I279761,C247150,Male,60,Technology,50,Cash,27/02/2023,Mall of Istanbul,0,0,0,0,0,0,0,1
I116380,C279664,Female,34,Clothing,30,Credit Card,15/06/2022,Kanyon,1,0,0,0,1,0,0,0
I538953,C267240,Female,37,Food & Beverage,20,Credit Card,25/04/2022,Cevahir AVM,0,0,0,0,0,0,0,0
