Transaction,date_time,period_day,weekday_weekend,Bread,Scandinavian,Hot chocolate,Jam,Cookies,Muffin,Coffee,Soup,Cake,Juice
8714,24-03-2017 15:54,afternoon,weekday,0,0,0,0,0,1,0,0,1,0
8714,24-03-2017 15:54,afternoon,weekday,0,1,1,1,1,1,0,1,1,1
8715,24-03-2017 16:05,afternoon,weekday,1,0,0,1,0,1,0,1,0,0
8715,24-03-2017 16:05,afternoon,weekday,1,1,0,1,0,1,0,0,1,1
8715,24-03-2017 16:05,afternoon,weekday,1,0,0,0,0,1,0,1,0,0
8716,24-03-2017 16:07,afternoon,weekday,1,0,1,0,1,1,1,0,1,0
8716,24-03-2017 16:07,afternoon,weekday,1,0,0,0,0,0,1,1,0,1
8716,24-03-2017 16:07,afternoon,weekday,1,0,1,1,0,0,1,1,0,1
8717,24-03-2017 16:15,afternoon,weekday,1,1,1,0,1,0,1,0,0,0
8717,24-03-2017 16:15,afternoon,weekday,0,1,0,1,1,0,1,0,0,1
8717,24-03-2017 16:15,afternoon,weekday,1,1,1,1,0,0,1,1,0,1
8717,24-03-2017 16:15,afternoon,weekday,1,0,0,1,0,0,1,0,1,0
8718,24-03-2017 16:31,afternoon,weekday,1,1,0,1,0,1,0,0,1,0
8718,24-03-2017 16:31,afternoon,weekday,1,0,1,0,1,0,1,0,0,0
8719,24-03-2017 16:39,afternoon,weekday,1,1,1,1,1,1,1,0,0,1
8719,24-03-2017 16:39,afternoon,weekday,0,0,1,1,1,0,0,1,1,0
8719,24-03-2017 16:39,afternoon,weekday,1,0,1,1,1,1,1,0,1,1
8720,24-03-2017 16:56,afternoon,weekday,0,1,0,1,1,0,1,1,1,1
8720,24-03-2017 16:56,afternoon,weekday,1,1,1,1,0,1,0,1,1,0
8721,25-03-2017 08:17,morning,weekend,0,0,1,0,0,1,0,0,0,1
8722,25-03-2017 08:18,morning,weekend,1,0,0,0,0,1,1,0,1,0
8723,25-03-2017 08:40,morning,weekend,0,0,0,0,1,0,1,1,0,1
8723,25-03-2017 08:40,morning,weekend,0,0,1,0,1,1,1,0,0,0
8724,25-03-2017 08:54,morning,weekend,1,0,1,0,1,0,1,1,0,1
8724,25-03-2017 08:54,morning,weekend,0,0,0,1,1,0,1,0,0,1
8725,25-03-2017 08:56,morning,weekend,1,1,0,1,0,1,1,0,1,1
8725,25-03-2017 08:56,morning,weekend,0,1,1,1,0,0,0,1,0,1
8725,25-03-2017 08:56,morning,weekend,1,1,0,1,1,0,1,0,1,1
8725,25-03-2017 08:56,morning,weekend,1,0,1,0,1,1,0,1,1,1
8726,25-03-2017 09:03,morning,weekend,0,0,0,1,0,0,1,0,0,1
8727,25-03-2017 09:05,morning,weekend,0,0,0,0,0,0,0,0,0,0
8727,25-03-2017 09:05,morning,weekend,0,0,0,0,0,1,1,0,1,0
8727,25-03-2017 09:05,morning,weekend,1,0,1,1,1,1,1,0,1,0
8728,25-03-2017 09:06,morning,weekend,1,1,0,1,0,0,0,1,1,1
8729,25-03-2017 09:29,morning,weekend,0,1,0,1,0,0,0,1,1,1
8729,25-03-2017 09:29,morning,weekend,0,1,0,0,0,1,1,1,0,1
8730,25-03-2017 09:37,morning,weekend,0,0,1,0,0,1,0,0,0,1
8730,25-03-2017 09:37,morning,weekend,1,0,1,1,0,0,1,0,0,1
8731,25-03-2017 09:39,morning,weekend,1,0,1,0,0,0,1,1,1,0
8732,25-03-2017 09:41,morning,weekend,1,0,0,1,0,0,1,1,0,0
8732,25-03-2017 09:41,morning,weekend,1,0,0,1,1,0,0,1,1,0
8733,25-03-2017 09:47,morning,weekend,0,1,1,0,1,1,0,1,0,1
8733,25-03-2017 09:47,morning,weekend,1,0,1,1,1,0,0,0,1,1
8734,25-03-2017 09:49,morning,weekend,1,1,0,1,0,1,0,0,0,1
8734,25-03-2017 09:49,morning,weekend,0,0,1,1,1,0,0,1,1,1
8735,25-03-2017 09:51,morning,weekend,0,1,1,0,1,0,1,1,1,1
8735,25-03-2017 09:51,morning,weekend,0,0,1,0,0,1,0,0,1,0
8736,25-03-2017 09:53,morning,weekend,0,0,0,0,0,0,0,1,0,0
8736,25-03-2017 09:53,morning,weekend,1,1,0,1,1,1,0,1,1,1
8737,25-03-2017 10:04,morning,weekend,1,0,1,0,1,1,0,0,0,1
8737,25-03-2017 10:04,morning,weekend,1,1,0,1,1,1,0,0,0,1
8737,25-03-2017 10:04,morning,weekend,0,1,1,1,0,0,0,1,0,1
8737,25-03-2017 10:04,morning,weekend,1,0,1,0,0,1,1,1,0,0
8738,25-03-2017 10:07,morning,weekend,1,0,0,1,0,0,1,1,0,0
8738,25-03-2017 10:07,morning,weekend,0,1,0,0,0,1,1,0,0,0
8738,25-03-2017 10:07,morning,weekend,1,1,0,0,1,1,0,0,0,1
8739,25-03-2017 10:09,morning,weekend,1,0,0,0,1,0,0,1,0,1
8739,25-03-2017 10:09,morning,weekend,0,1,1,1,1,0,0,0,0,0
8739,25-03-2017 10:09,morning,weekend,1,1,0,0,0,0,1,0,1,0
8739,25-03-2017 10:09,morning,weekend,1,1,0,1,0,1,0,0,1,1
8739,25-03-2017 10:09,morning,weekend,0,0,1,0,1,0,0,0,0,0
8739,25-03-2017 10:09,morning,weekend,0,0,1,1,0,1,0,0,0,1
8740,25-03-2017 10:10,morning,weekend,0,0,1,1,0,0,1,0,0,0
8741,25-03-2017 10:12,morning,weekend,0,0,1,1,1,1,0,0,1,1
8741,25-03-2017 10:12,morning,weekend,1,1,1,0,0,0,1,1,0,0
8742,25-03-2017 10:14,morning,weekend,0,0,1,0,0,1,1,0,1,1
8742,25-03-2017 10:14,morning,weekend,0,0,0,0,1,0,0,1,0,0
8743,25-03-2017 10:17,morning,weekend,0,0,0,1,1,0,1,0,0,0
8744,25-03-2017 10:36,morning,weekend,1,0,0,1,1,0,0,0,0,0
8744,25-03-2017 10:36,morning,weekend,0,0,1,1,1,1,0,1,0,0
8744,25-03-2017 10:36,morning,weekend,0,0,0,1,0,1,1,1,0,1
8745,25-03-2017 10:36,morning,weekend,0,0,1,1,1,0,1,1,0,0
8746,25-03-2017 10:42,morning,weekend,0,0,0,1,1,0,0,0,1,1
8747,25-03-2017 10:43,morning,weekend,1,1,1,0,0,1,0,1,1,1
8748,25-03-2017 10:58,morning,weekend,1,0,1,1,0,1,0,0,0,0
8748,25-03-2017 10:58,morning,weekend,0,0,1,0,0,0,1,1,0,1
8749,25-03-2017 11:00,morning,weekend,1,1,0,0,1,1,0,1,0,0
8749,25-03-2017 11:00,morning,weekend,1,1,0,0,1,0,1,1,0,1
8749,25-03-2017 11:00,morning,weekend,1,1,1,0,0,1,0,0,0,1
8749,25-03-2017 11:00,morning,weekend,0,0,0,1,1,1,1,1,0,1
8750,25-03-2017 11:02,morning,weekend,0,0,1,0,1,0,1,1,0,1
8750,25-03-2017 11:02,morning,weekend,1,0,1,0,1,1,0,0,0,1
8750,25-03-2017 11:02,morning,weekend,0,0,1,1,1,0,0,1,1,0
8751,25-03-2017 11:02,morning,weekend,1,1,0,0,0,0,1,0,0,0
8752,25-03-2017 11:04,morning,weekend,1,1,1,0,1,0,0,0,1,0
8752,25-03-2017 11:04,morning,weekend,0,1,0,1,0,0,0,0,0,1
8752,25-03-2017 11:04,morning,weekend,0,0,1,0,0,1,0,0,0,0
8753,25-03-2017 11:05,morning,weekend,0,1,1,0,1,1,1,0,1,0
8753,25-03-2017 11:05,morning,weekend,1,1,0,1,0,1,1,0,0,0
8753,25-03-2017 11:05,morning,weekend,1,0,0,0,0,1,0,0,0,1
8753,25-03-2017 11:05,morning,weekend,1,1,1,0,1,0,1,0,0,1
8753,25-03-2017 11:05,morning,weekend,1,1,1,1,0,1,1,1,0,0
8754,25-03-2017 11:06,morning,weekend,0,1,0,0,0,1,1,0,0,0
8754,25-03-2017 11:06,morning,weekend,0,0,1,0,0,1,0,1,1,0
8754,25-03-2017 11:06,morning,weekend,0,1,1,1,0,0,0,0,1,0
8755,25-03-2017 11:11,morning,weekend,0,0,1,1,0,0,0,1,1,0
8755,25-03-2017 11:11,morning,weekend,1,0,1,0,0,0,0,0,1,0
8755,25-03-2017 11:11,morning,weekend,1,0,0,1,1,0,0,0,1,1
8756,25-03-2017 11:13,morning,weekend,0,1,1,0,0,1,0,1,1,1
8756,25-03-2017 11:13,morning,weekend,1,0,1,1,0,1,1,1,0,0
8756,25-03-2017 11:13,morning,weekend,1,1,1,0,0,0,0,1,0,1
8757,25-03-2017 11:21,morning,weekend,0,0,1,1,0,1,1,1,0,0
8757,25-03-2017 11:21,morning,weekend,0,0,1,1,1,0,0,1,0,0
8758,25-03-2017 11:35,morning,weekend,0,1,0,1,0,0,1,0,1,0
8758,25-03-2017 11:35,morning,weekend,0,1,1,0,0,1,1,1,1,1
8758,25-03-2017 11:35,morning,weekend,0,1,1,0,0,1,0,0,0,0
8759,25-03-2017 11:36,morning,weekend,1,0,0,0,0,1,1,1,1,1
8760,25-03-2017 11:41,morning,weekend,1,1,1,0,0,0,1,0,1,1
8760,25-03-2017 11:41,morning,weekend,0,1,0,0,0,1,1,0,1,0
8760,25-03-2017 11:41,morning,weekend,0,0,1,0,0,1,1,0,1,1
8760,25-03-2017 11:41,morning,weekend,1,0,0,0,1,1,1,0,0,1
8760,25-03-2017 11:41,morning,weekend,1,0,1,0,0,0,1,1,0,1
8760,25-03-2017 11:41,morning,weekend,0,1,1,1,0,1,0,1,1,0
8761,25-03-2017 11:44,morning,weekend,0,0,0,0,1,1,1,0,0,1
8761,25-03-2017 11:44,morning,weekend,1,0,1,0,1,0,0,0,1,0
8761,25-03-2017 11:44,morning,weekend,1,0,0,0,0,1,0,1,0,0
8762,25-03-2017 11:50,morning,weekend,1,1,1,0,0,0,1,1,0,1
8763,25-03-2017 11:51,morning,weekend,1,1,1,1,1,1,1,0,1,0
8763,25-03-2017 11:51,morning,weekend,1,0,1,1,1,1,0,1,0,0
8763,25-03-2017 11:51,morning,weekend,0,1,0,0,0,1,1,1,0,0
8764,25-03-2017 11:53,morning,weekend,0,0,1,1,1,0,0,1,0,0
8764,25-03-2017 11:53,morning,weekend,1,1,1,1,1,0,1,1,0,1
8764,25-03-2017 11:53,morning,weekend,1,1,1,1,0,1,0,0,1,1
8765,25-03-2017 11:58,morning,weekend,0,0,0,1,1,1,1,1,1,1
8765,25-03-2017 11:58,morning,weekend,1,1,0,1,1,1,1,0,0,0
8766,25-03-2017 11:59,morning,weekend,0,1,0,0,1,0,1,1,1,1
8767,25-03-2017 12:00,afternoon,weekend,0,1,1,1,1,0,0,0,0,0
8768,25-03-2017 12:02,afternoon,weekend,0,1,0,0,0,1,1,0,0,0
8768,25-03-2017 12:02,afternoon,weekend,1,1,1,1,0,0,0,0,1,1
8769,25-03-2017 12:05,afternoon,weekend,1,0,1,1,0,1,0,0,1,0
8770,25-03-2017 12:16,afternoon,weekend,0,1,0,0,0,1,1,1,0,0
8771,25-03-2017 12:19,afternoon,weekend,0,0,0,1,0,0,0,0,0,1
8771,25-03-2017 12:19,afternoon,weekend,1,0,0,1,0,0,0,1,0,0
8771,25-03-2017 12:19,afternoon,weekend,1,0,1,1,0,1,1,1,0,0
8771,25-03-2017 12:19,afternoon,weekend,0,0,0,1,0,1,1,0,1,0
8772,25-03-2017 12:24,afternoon,weekend,1,1,0,0,0,1,1,1,1,0
8772,25-03-2017 12:24,afternoon,weekend,1,1,1,1,0,0,0,1,1,1
8772,25-03-2017 12:24,afternoon,weekend,0,0,0,0,1,0,1,1,0,0
8773,25-03-2017 12:29,afternoon,weekend,0,1,1,0,0,1,0,1,0,0
8774,25-03-2017 12:31,afternoon,weekend,0,1,1,1,0,0,1,0,1,0
8774,25-03-2017 12:31,afternoon,weekend,0,0,1,0,1,1,1,1,1,0
8775,25-03-2017 12:36,afternoon,weekend,0,0,0,1,1,1,1,1,0,0
8776,25-03-2017 12:38,afternoon,weekend,1,1,0,0,0,1,0,0,1,0
8776,25-03-2017 12:38,afternoon,weekend,0,1,0,0,1,0,1,0,0,1
8777,25-03-2017 12:47,afternoon,weekend,1,0,1,0,1,0,0,0,0,0
8778,25-03-2017 12:48,afternoon,weekend,1,0,1,1,1,0,0,0,0,1
8779,25-03-2017 12:49,afternoon,weekend,0,1,1,0,1,1,0,1,0,1
8780,25-03-2017 12:50,afternoon,weekend,0,0,0,0,1,1,0,0,1,1
8780,25-03-2017 12:50,afternoon,weekend,0,1,0,1,0,0,0,1,0,1
8781,25-03-2017 12:52,afternoon,weekend,1,0,1,0,0,0,0,0,0,1
8781,25-03-2017 12:52,afternoon,weekend,1,0,0,1,1,1,0,1,0,1
8781,25-03-2017 12:52,afternoon,weekend,1,0,0,1,1,0,1,0,1,0
8781,25-03-2017 12:52,afternoon,weekend,1,0,0,0,1,0,1,1,0,0
8782,25-03-2017 12:57,afternoon,weekend,1,0,1,0,0,0,1,1,1,1
8782,25-03-2017 12:57,afternoon,weekend,1,1,0,1,0,0,0,0,1,1
8782,25-03-2017 12:57,afternoon,weekend,1,1,0,1,1,0,0,0,1,1
8783,25-03-2017 13:07,afternoon,weekend,0,1,1,1,1,0,0,0,1,1
8784,25-03-2017 13:08,afternoon,weekend,1,1,1,0,1,0,0,0,0,1
8784,25-03-2017 13:08,afternoon,weekend,1,1,1,0,1,0,1,0,0,0
8784,25-03-2017 13:08,afternoon,weekend,0,1,0,1,1,1,0,0,1,1
8785,25-03-2017 13:11,afternoon,weekend,0,0,1,1,1,0,1,0,1,1
8785,25-03-2017 13:11,afternoon,weekend,1,1,0,1,0,0,0,1,0,0
8785,25-03-2017 13:11,afternoon,weekend,0,1,0,1,0,0,1,1,1,0
8785,25-03-2017 13:11,afternoon,weekend,0,1,1,0,0,0,0,1,0,1
8786,25-03-2017 13:12,afternoon,weekend,0,1,1,1,1,1,0,1,1,0
8786,25-03-2017 13:12,afternoon,weekend,1,1,1,0,1,0,1,1,1,0
8786,25-03-2017 13:12,afternoon,weekend,0,0,0,0,0,0,1,0,1,1
8787,25-03-2017 13:13,afternoon,weekend,1,0,0,1,0,1,0,0,1,1
8788,25-03-2017 13:19,afternoon,weekend,0,1,0,1,0,0,1,1,1,1
8788,25-03-2017 13:19,afternoon,weekend,1,1,1,0,1,1,0,1,1,0
8789,25-03-2017 13:27,afternoon,weekend,1,0,0,0,1,0,0,1,1,0
8790,25-03-2017 13:35,afternoon,weekend,0,0,0,1,1,0,0,1,1,1
8790,25-03-2017 13:35,afternoon,weekend,0,0,0,0,1,0,1,0,0,0
8791,25-03-2017 13:38,afternoon,weekend,1,0,0,0,1,1,1,1,0,1
8791,25-03-2017 13:38,afternoon,weekend,0,1,1,0,0,0,0,0,0,1
8791,25-03-2017 13:38,afternoon,weekend,0,1,0,1,1,1,0,0,0,0
8792,25-03-2017 13:43,afternoon,weekend,1,1,0,1,0,1,1,1,1,0
8792,25-03-2017 13:43,afternoon,weekend,1,1,0,0,0,1,1,0,0,0
8792,25-03-2017 13:43,afternoon,weekend,0,0,0,1,0,1,1,1,0,1
8792,25-03-2017 13:43,afternoon,weekend,0,0,1,0,1,1,0,1,1,1
8792,25-03-2017 13:43,afternoon,weekend,0,1,0,1,0,0,1,1,1,0
8792,25-03-2017 13:43,afternoon,weekend,0,1,1,0,1,1,0,0,1,0
8792,25-03-2017 13:43,afternoon,weekend,0,1,1,1,0,1,1,1,1,0
8792,25-03-2017 13:43,afternoon,weekend,0,0,0,1,0,1,1,1,1,0
8793,25-03-2017 13:44,afternoon,weekend,0,0,1,1,0,1,1,1,0,1
8793,25-03-2017 13:44,afternoon,weekend,0,1,1,0,0,0,0,0,1,1
8793,25-03-2017 13:44,afternoon,weekend,1,1,0,0,1,0,0,1,1,0
8793,25-03-2017 13:44,afternoon,weekend,1,1,0,1,1,0,0,0,0,1
8794,25-03-2017 13:49,afternoon,weekend,0,1,1,0,0,0,0,1,1,0
8795,25-03-2017 13:56,afternoon,weekend,0,1,1,1,0,0,1,1,1,1
8795,25-03-2017 13:56,afternoon,weekend,0,1,1,0,1,0,0,1,0,1
8796,25-03-2017 14:01,afternoon,weekend,0,1,1,1,1,1,1,1,1,1
8797,25-03-2017 14:07,afternoon,weekend,0,0,0,0,0,1,0,1,0,0
8798,25-03-2017 14:20,afternoon,weekend,1,1,0,0,1,1,0,1,1,1
8798,25-03-2017 14:20,afternoon,weekend,0,0,0,0,0,0,0,1,1,0
8798,25-03-2017 14:20,afternoon,weekend,1,0,1,1,1,1,0,0,0,0
8799,25-03-2017 14:21,afternoon,weekend,1,1,1,0,1,0,1,0,1,1
8799,25-03-2017 14:21,afternoon,weekend,0,1,0,1,1,0,1,0,0,0
8800,25-03-2017 14:23,afternoon,weekend,1,0,0,1,1,1,1,0,1,1
8800,25-03-2017 14:23,afternoon,weekend,0,1,0,1,1,1,0,1,0,1
8800,25-03-2017 14:23,afternoon,weekend,0,0,0,0,0,1,1,0,0,1
8801,25-03-2017 14:24,afternoon,weekend,1,1,0,0,0,0,0,0,1,0
8802,25-03-2017 14:28,afternoon,weekend,1,1,0,1,0,0,1,0,1,0
8802,25-03-2017 14:28,afternoon,weekend,1,1,0,1,1,0,0,1,0,0
8802,25-03-2017 14:28,afternoon,weekend,1,0,1,0,0,0,0,1,0,1
8803,25-03-2017 14:29,afternoon,weekend,1,1,1,0,1,1,1,0,1,1
8803,25-03-2017 14:29,afternoon,weekend,1,1,1,0,0,0,1,0,1,0
8803,25-03-2017 14:29,afternoon,weekend,0,1,0,1,0,0,1,1,1,1
8803,25-03-2017 14:29,afternoon,weekend,0,1,0,0,1,1,1,0,1,0
8804,25-03-2017 14:30,afternoon,weekend,1,1,1,1,1,1,0,1,1,1
8805,25-03-2017 14:31,afternoon,weekend,0,1,0,1,0,0,0,0,1,0
8805,25-03-2017 14:31,afternoon,weekend,0,1,0,0,1,0,0,1,0,1
8805,25-03-2017 14:31,afternoon,weekend,0,0,0,1,0,1,0,0,0,1
8806,25-03-2017 14:33,afternoon,weekend,0,0,1,1,1,1,1,0,1,0
8807,25-03-2017 14:41,afternoon,weekend,0,1,0,0,0,1,0,0,1,1
8807,25-03-2017 14:41,afternoon,weekend,1,0,1,1,1,1,1,0,1,1
8808,25-03-2017 14:43,afternoon,weekend,0,1,0,0,0,0,0,1,1,1
8808,25-03-2017 14:43,afternoon,weekend,1,0,0,1,1,0,0,0,1,1
8809,25-03-2017 14:59,afternoon,weekend,0,1,1,0,0,0,0,1,1,0
8809,25-03-2017 14:59,afternoon,weekend,0,1,0,0,0,1,0,0,0,0
8809,25-03-2017 14:59,afternoon,weekend,1,0,0,1,1,0,0,0,0,0
8810,25-03-2017 15:22,afternoon,weekend,1,1,0,1,0,0,0,0,1,0
8810,25-03-2017 15:22,afternoon,weekend,1,1,0,0,1,0,1,0,1,0
8811,25-03-2017 15:25,afternoon,weekend,1,1,0,1,0,1,1,1,0,1
8811,25-03-2017 15:25,afternoon,weekend,0,1,0,1,0,0,0,0,0,1
8811,25-03-2017 15:25,afternoon,weekend,0,0,0,1,1,0,0,0,1,0
8811,25-03-2017 15:25,afternoon,weekend,1,1,0,1,0,0,0,0,0,0
8812,25-03-2017 15:25,afternoon,weekend,1,0,0,1,0,1,0,1,0,0
8813,25-03-2017 15:31,afternoon,weekend,1,0,0,0,0,0,1,1,0,1
8813,25-03-2017 15:31,afternoon,weekend,0,0,1,0,1,0,0,0,1,0
8814,25-03-2017 15:35,afternoon,weekend,0,0,1,0,1,1,1,0,1,0
8814,25-03-2017 15:35,afternoon,weekend,1,1,0,1,1,0,0,0,1,1
8814,25-03-2017 15:35,afternoon,weekend,1,0,0,1,0,1,0,0,0,0
8814,25-03-2017 15:35,afternoon,weekend,0,0,0,1,0,1,0,1,0,0
8814,25-03-2017 15:35,afternoon,weekend,1,0,0,1,1,0,1,0,1,0
8814,25-03-2017 15:35,afternoon,weekend,0,1,1,0,1,1,1,0,1,1
8814,25-03-2017 15:35,afternoon,weekend,1,0,1,0,1,1,0,1,1,1
8815,25-03-2017 15:36,afternoon,weekend,0,1,1,1,1,1,1,1,0,0
8816,25-03-2017 15:40,afternoon,weekend,0,1,1,0,0,1,1,0,1,0
8816,25-03-2017 15:40,afternoon,weekend,0,1,1,0,0,1,1,1,0,1
8817,25-03-2017 15:48,afternoon,weekend,0,0,0,1,0,1,0,0,0,0
8817,25-03-2017 15:48,afternoon,weekend,0,0,0,1,1,0,0,0,0,0
8817,25-03-2017 15:48,afternoon,weekend,0,1,1,0,1,1,1,0,0,0
8818,25-03-2017 15:50,afternoon,weekend,0,1,0,0,1,1,1,0,1,0
8819,25-03-2017 16:11,afternoon,weekend,1,0,0,0,1,0,0,0,0,1
8819,25-03-2017 16:11,afternoon,weekend,1,1,1,1,0,0,0,0,1,1
8819,25-03-2017 16:11,afternoon,weekend,1,0,0,0,1,0,1,1,1,1
8819,25-03-2017 16:11,afternoon,weekend,1,0,1,0,1,0,1,0,1,0
8820,25-03-2017 16:13,afternoon,weekend,0,1,1,0,0,1,1,0,1,1
8821,25-03-2017 16:17,afternoon,weekend,0,0,1,1,0,1,1,0,0,1
8822,25-03-2017 16:31,afternoon,weekend,1,1,1,1,0,1,0,1,0,1
8822,25-03-2017 16:31,afternoon,weekend,0,0,0,0,0,0,0,1,1,1
8822,25-03-2017 16:31,afternoon,weekend,1,1,0,0,0,0,1,1,0,0
8823,25-03-2017 16:53,afternoon,weekend,0,0,1,1,0,0,1,1,0,0
8824,25-03-2017 16:56,afternoon,weekend,0,1,0,1,0,0,1,1,1,0
8824,25-03-2017 16:56,afternoon,weekend,1,1,1,0,0,1,1,1,1,0
8824,25-03-2017 16:56,afternoon,weekend,0,1,1,1,0,1,0,0,1,1
8824,25-03-2017 16:56,afternoon,weekend,1,1,0,0,0,1,1,1,0,0
8824,25-03-2017 16:56,afternoon,weekend,0,1,1,1,0,0,0,1,1,0
8825,25-03-2017 17:09,evening,weekend,0,1,1,1,1,0,0,0,1,1
8825,25-03-2017 17:09,evening,weekend,0,0,0,1,1,0,0,1,0,1
8825,25-03-2017 17:09,evening,weekend,0,1,0,0,0,0,0,0,1,0
8825,25-03-2017 17:09,evening,weekend,1,0,0,0,0,0,1,1,0,0
8826,25-03-2017 17:15,evening,weekend,1,0,0,0,0,1,1,0,1,0
8826,25-03-2017 17:15,evening,weekend,1,0,0,1,1,0,0,1,0,0
8827,26-03-2017 09:08,morning,weekend,0,0,1,1,0,1,0,0,1,1
8827,26-03-2017 09:08,morning,weekend,0,1,0,1,0,0,0,0,1,0
8828,26-03-2017 09:13,morning,weekend,1,1,1,0,0,1,0,0,0,0
8828,26-03-2017 09:13,morning,weekend,0,1,0,0,0,0,1,0,0,0
8829,26-03-2017 09:17,morning,weekend,1,0,0,1,1,0,0,1,0,0
8829,26-03-2017 09:17,morning,weekend,0,1,0,0,1,0,1,0,0,1
8830,26-03-2017 09:23,morning,weekend,1,1,1,0,1,1,0,0,0,1
8830,26-03-2017 09:23,morning,weekend,1,1,1,0,0,1,1,0,1,1
8831,26-03-2017 09:23,morning,weekend,0,1,0,1,1,1,1,0,0,0
8831,26-03-2017 09:23,morning,weekend,0,0,0,0,1,1,1,1,1,1
8832,26-03-2017 09:30,morning,weekend,1,0,0,1,1,0,1,1,1,1
8833,26-03-2017 09:39,morning,weekend,1,0,0,0,1,1,1,0,1,0
8833,26-03-2017 09:39,morning,weekend,0,0,1,0,0,1,1,0,1,1
8834,26-03-2017 09:46,morning,weekend,1,1,0,0,1,0,0,1,0,0
8834,26-03-2017 09:46,morning,weekend,0,1,1,0,1,1,1,0,0,1
8834,26-03-2017 09:46,morning,weekend,1,0,1,0,1,1,1,1,0,1
8834,26-03-2017 09:46,morning,weekend,1,1,0,1,0,1,0,0,1,1
8835,26-03-2017 10:13,morning,weekend,0,0,0,1,0,1,0,1,0,1
8835,26-03-2017 10:13,morning,weekend,1,0,0,0,0,0,1,1,1,1
8835,26-03-2017 10:13,morning,weekend,0,0,1,1,1,0,1,0,1,1
8835,26-03-2017 10:13,morning,weekend,0,0,1,1,0,1,1,0,0,0
8835,26-03-2017 10:13,morning,weekend,1,1,0,0,1,1,0,0,0,0
8835,26-03-2017 10:13,morning,weekend,1,1,1,0,0,0,0,0,0,0
8835,26-03-2017 10:13,morning,weekend,1,1,0,1,0,1,0,1,0,0
8835,26-03-2017 10:13,morning,weekend,0,1,0,0,0,1,1,1,0,1
8835,26-03-2017 10:13,morning,weekend,1,1,1,1,0,0,0,0,0,0
8836,26-03-2017 10:16,morning,weekend,1,0,0,0,0,0,0,1,1,1
8837,26-03-2017 10:38,morning,weekend,1,1,1,0,1,1,1,1,0,1
8837,26-03-2017 10:38,morning,weekend,1,1,1,1,0,1,1,0,1,0
8838,26-03-2017 10:42,morning,weekend,0,0,0,0,0,1,1,0,0,1
8839,26-03-2017 10:58,morning,weekend,0,0,0,1,1,0,0,0,0,0
8839,26-03-2017 10:58,morning,weekend,1,0,0,1,1,1,0,0,1,0
8839,26-03-2017 10:58,morning,weekend,0,1,1,1,1,0,0,0,0,1
8840,26-03-2017 11:01,morning,weekend,0,1,0,0,1,1,0,0,1,0
8840,26-03-2017 11:01,morning,weekend,1,1,0,0,0,1,0,0,1,0
8840,26-03-2017 11:01,morning,weekend,1,1,1,0,1,0,0,0,0,0
8841,26-03-2017 11:05,morning,weekend,1,0,1,1,0,0,1,1,1,1
8842,26-03-2017 11:06,morning,weekend,1,0,0,1,0,0,0,0,1,0
8842,26-03-2017 11:06,morning,weekend,0,0,0,1,1,0,1,1,0,0
8843,26-03-2017 11:09,morning,weekend,0,0,1,0,0,1,0,0,0,1
8843,26-03-2017 11:09,morning,weekend,0,0,0,0,1,1,1,0,0,1
8844,26-03-2017 11:16,morning,weekend,1,0,0,1,1,1,1,0,1,1
8845,26-03-2017 11:29,morning,weekend,0,0,1,0,0,0,1,0,0,0
8845,26-03-2017 11:29,morning,weekend,1,0,0,1,1,0,1,1,0,0
8845,26-03-2017 11:29,morning,weekend,0,0,1,1,1,0,1,1,1,1
8845,26-03-2017 11:29,morning,weekend,0,1,0,0,0,0,0,1,0,0
8846,26-03-2017 11:38,morning,weekend,0,1,1,0,1,1,1,1,1,0
8846,26-03-2017 11:38,morning,weekend,1,0,0,1,1,0,1,1,1,1
8846,26-03-2017 11:38,morning,weekend,0,0,1,1,1,0,1,1,0,0
8846,26-03-2017 11:38,morning,weekend,0,1,0,0,1,0,0,0,0,0
8847,26-03-2017 11:38,morning,weekend,1,1,0,0,0,0,0,1,0,0
8847,26-03-2017 11:38,morning,weekend,0,1,0,1,1,1,1,1,1,0
8848,26-03-2017 11:43,morning,weekend,1,0,1,1,1,1,0,1,0,0
8848,26-03-2017 11:43,morning,weekend,0,0,1,1,1,0,0,0,0,1
8848,26-03-2017 11:43,morning,weekend,1,0,0,0,1,1,1,1,1,0
8848,26-03-2017 11:43,morning,weekend,0,1,1,0,1,0,0,1,1,0
8848,26-03-2017 11:43,morning,weekend,1,1,1,1,1,1,0,0,1,0
8849,26-03-2017 11:44,morning,weekend,0,1,1,0,1,0,1,0,0,0
8849,26-03-2017 11:44,morning,weekend,0,0,1,0,0,0,1,1,1,0
8849,26-03-2017 11:44,morning,weekend,0,1,1,1,0,0,0,0,1,1
8850,26-03-2017 11:46,morning,weekend,0,1,1,1,1,0,1,0,1,1
8851,26-03-2017 11:52,morning,weekend,0,0,0,1,0,0,1,1,0,0
8851,26-03-2017 11:52,morning,weekend,0,0,1,0,0,0,0,0,0,0
8851,26-03-2017 11:52,morning,weekend,1,1,1,0,0,1,1,1,0,0
8851,26-03-2017 11:52,morning,weekend,0,0,1,0,0,1,0,0,1,0
8852,26-03-2017 11:58,morning,weekend,0,1,1,0,0,0,1,1,1,1
8853,26-03-2017 12:05,afternoon,weekend,1,1,0,0,0,1,1,1,1,1
